matrix_index,case_tag,partition_name,partition_basis,matrix_convention,geometry_file,simplified_geometry_file,region_id,population,population_rounded,target_population,population_ratio,area_m2,area_sqmi,population_density_per_sqmi,centroid_x,centroid_y,centroid_lon,centroid_lat
2229,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002229,831.8243677558393,832,8432.079434167574,0.0986499681662401,19424910.82751999,7.4999999999999964,110.90991570077864,10646.860085896093,150079.46811027327,-77.37807997348112,38.35385379485251
2230,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002230,1529.722975383126,1530,8432.079434167574,0.1814170498897989,19424910.827519983,7.499999999999993,203.96306338441696,76757.41095481561,150079.46811027327,-76.62105414264471,38.350773296066926
2231,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002231,2861.993471611835,2862,8432.079434167574,0.3394172806312486,19424910.827519983,7.499999999999993,381.59912954824506,81164.7810127436,150079.46811027327,-76.57058854973914,38.35040224723336
2232,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002232,2022.5586103614723,2023,8432.079434167574,0.2398647482097803,19424910.827519983,7.499999999999993,269.6744813815299,85572.15107067158,150079.46811027327,-76.52012346160753,38.35001048941205
2233,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002233,3193.769847611453,3194,8432.079434167574,0.3787642031300131,19424910.827519983,7.499999999999993,425.8359796815275,89979.52112859953,150079.46811027327,-76.46965890564896,38.349598022902406
2234,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002234,9955.096349851656,9955,8432.079434167574,1.1806217466966304,19424910.827519983,7.499999999999993,1327.346179980222,94386.89118652749,150079.46811027327,-76.41919490926072,38.34916484801969
2235,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002235,520.6076368798042,521,8432.079434167574,0.0617413107815675,19424910.827519983,7.499999999999993,69.41435158397395,98794.26124445548,150079.46811027327,-76.36873149983835,38.34871096509501
2236,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002236,8051.170710490652,8051,8432.079434167574,0.954826241065348,19424910.827519983,7.499999999999993,1073.4894280654212,169312.18217130296,150079.46811027327,-75.56141912271114,38.33863287610519
2237,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002237,3923.098497192298,3923,8432.079434167574,0.4652587215077145,4856227.706879998,1.8749999999999991,2092.31919850256,-3677.092602369812,151181.31062475525,-77.54211287173572,38.36384253755501
2238,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002238,2360.258477408627,2360,8432.079434167574,0.2799141654008428,4856227.706879998,1.8749999999999991,1258.8045212846018,-1473.4075734058265,151181.31062475525,-77.51687458928733,38.36384858926556
2239,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002239,5526.062825999868,5526,8432.079434167574,0.6553618083349341,4856227.706879998,1.8749999999999991,2947.2335071999314,730.2774555581586,151181.31062475525,-77.4916363045468,38.36384946242514
2240,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002240,282.9585039311023,283,8432.079434167574,0.0335573812059369,4856227.706879998,1.8749999999999991,150.91120209658797,2933.962484522144,151181.31062475525,-77.46639802094234,38.36384515703357
2241,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002241,2506.618123290371,2507,8432.079434167574,0.2972716448961949,4856227.706879996,1.8749999999999984,1336.862999088199,163802.96959889302,151181.31062475528,-75.62423782412375,38.34954485512952
2242,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002242,9189.252055490982,9189,8432.079434167574,1.0897966660815923,4856227.706879996,1.8749999999999984,4900.934429595195,166006.65462785697,151181.31062475528,-75.59900913425122,38.34915740605397
2243,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002243,2886.0454065691533,2886,8432.079434167574,0.3422697128391163,4856227.706879996,1.8749999999999984,1539.2242168368832,163802.96959889302,153384.99565371926,-75.62374897847165,38.36941215642511
2244,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002244,6956.196058097014,6956,8432.079434167574,0.8249680416801884,4856227.706879996,1.8749999999999984,3709.971230985078,166006.65462785697,153384.99565371926,-75.59851371706338,38.36902461264784
2245,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002245,5013.250260006229,5013,8432.079434167574,0.5945449517104963,4856227.706879996,1.8749999999999984,2673.733472003325,168210.339656821,153384.99565371926,-75.57327871391048,38.36863189186182
2246,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002246,2339.2370144237657,2339,8432.079434167574,0.2774211311322517,4856227.706879996,1.8749999999999984,1247.5930743593428,170414.02468578494,153384.99565371926,-75.54804397243586,38.36823399414212
2247,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002247,3991.813859200101,3992,8432.079434167574,0.4734079998137706,19424910.827519983,7.499999999999993,532.2418478933473,-125981.61170987097,154486.83816820124,-78.94329506689375,38.385190759766765
2248,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002248,2465.242049685068,2465,8432.079434167574,0.2923646615205825,19424910.827519983,7.499999999999993,328.69893995800936,-121574.24165194295,154486.83816820124,-78.89280958459021,38.38577265862747
2249,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002249,6375.786391291018,6376,8432.079434167574,0.756134526609858,19424910.827519983,7.499999999999993,850.1048521721365,-117166.87159401504,154486.83816820124,-78.8423233451916,38.38633384171551
2250,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002250,1261.0112672353278,1261,8432.079434167574,0.1495492632725437,19424910.827519983,7.499999999999993,168.1348356313772,-112759.50153608705,154486.83816820124,-78.79183637612304,38.38687430860198
2251,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002251,2092.006975244736,2092,8432.079434167574,0.2481009567779601,19424910.82751999,7.4999999999999964,278.9342633659649,6239.4900279681215,154486.83816820124,-77.42851265980595,38.39363505689808
2252,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002252,1894.3619506765097,1894,8432.079434167574,0.2246613027624453,19424910.82751999,7.4999999999999964,252.5815934235348,10646.860085896093,154486.83816820124,-77.3780164017784,38.3935953602776
2253,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002253,663.2252956065294,663,8432.079434167574,0.0786550104021883,19424910.827519983,7.499999999999993,88.430039414204,200163.77257679877,154486.83816820124,-75.20710356374175,38.37228838965744
2254,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002254,8899.07282120792,8899,8432.079434167574,1.055382944466586,19424910.827519983,7.499999999999993,1186.5430428277236,204571.1426347267,154486.83816820124,-75.15663618287323,38.37133718937891
2255,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002255,1697.9900694396956,1698,8432.079434167574,0.2013726368088138,4856227.706879996,1.8749999999999984,905.594703701172,163802.96959889302,155588.68068268325,-75.62325987798721,38.38927913366936
2256,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002256,3026.949499437212,3027,8432.079434167574,0.35898019261675,4856227.706879996,1.8749999999999984,1614.3730663665146,166006.65462785697,155588.68068268325,-75.59801804162012,38.3888914951888
2257,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002257,4242.832767007703,4243,8432.079434167574,0.5031775139374693,4856227.706879996,1.8749999999999984,2262.8441424041107,168210.339656821,155588.68068268325,-75.57277646371037,38.38849867843447
2258,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002258,1523.1345942905475,1523,8432.079434167574,0.1806357027566253,4856227.706879996,1.8749999999999984,812.3384502882928,170414.02468578494,155588.68068268325,-75.54753514768353,38.38810068348145
2259,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002259,22.38363499493768,22,8432.079434167574,0.0026545806606419,58658844.97566061,22.648306662709263,0.9883138429855608,-159069.58650084608,155645.30399303904,-79.32253352335985,38.39060473024046
2260,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002260,26.848115314382717,27,8432.079434167574,0.0031840444013835,32733059.810746644,12.638305048628265,2.124344618291735,-192018.7486178446,155800.37131091268,-79.69996887911813,38.38583287629432
2261,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002261,118.0491015146637,118,8432.079434167574,0.0139999987472031,75791581.36335759,29.26329316373777,4.0340333828506605,-167935.91384648022,156589.64361306533,-79.42430805403075,38.39757171403534
2262,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002262,4.643641219545642,5,8432.079434167574,0.0005507112754096,77522552.50430495,29.93162485763223,0.155141635030935,-150212.67460838455,156680.81749258583,-79.22128865588206,38.40140142908083
2263,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002263,530.2533157015074,530,8432.079434167574,0.0628852372468019,77699643.31007993,29.99999999999997,17.675110523383598,-185481.10749189853,156690.5231971652,-79.62531502945913,38.39517364652757
2264,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002264,194.23641657457975,194,8432.079434167574,0.0230354111451459,77699643.31007993,29.99999999999997,6.474547219152665,-176666.36737604262,156690.5231971652,-79.52434244454781,38.396876377642016
2265,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002265,1476.4372556435487,1476,8432.079434167574,0.1750976455061473,77699643.31007993,29.99999999999997,49.21457518811834,-141407.40691261884,156690.5231971652,-79.12041027681673,38.402858688603935
2266,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002266,6174.315740825223,6174,8432.079434167574,0.7322411736073451,77699643.31007993,29.99999999999997,205.8105246941743,-132592.6667967629,156690.5231971652,-79.0194178746969,38.40414709010759
2267,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002267,4369.208483698363,4369,8432.079434167574,0.5181650051817493,77699643.31007993,29.99999999999997,145.6402827899456,-106148.4464491951,156690.5231971652,-78.71642171549634,38.40751500760815
2268,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002268,6351.108410243518,6351,8432.079434167574,0.7532078486486066,77699643.31007993,29.99999999999997,211.7036136747841,-97333.70633333916,156690.5231971652,-78.61541741005323,38.4084718729963
2269,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002269,720.0951410617333,720,8432.079434167574,0.0853994731292308,77699643.31007993,29.99999999999997,24.003171368724463,-88518.9662174832,156690.5231971652,-78.51441067779939,38.40934584640762
2270,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002270,455.26989444062696,455,8432.079434167574,0.0539926002826575,77699643.31007993,29.99999999999997,15.175663148020911,-79704.2261016273,156690.5231971652,-78.41340173841056,38.41013692516978
2271,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002271,749.3358137961951,749,8432.079434167574,0.0888672621796963,77699643.31007993,29.99999999999997,24.977860459873195,-70889.48598577135,156690.5231971652,-78.31239081159126,38.410845106863896
2272,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002272,3360.407759826617,3360,8432.079434167574,0.3985265777039447,77699643.31007993,29.99999999999997,112.01359199422068,-62074.7458699154,156690.5231971652,-78.21137811707192,38.4114703893245
2273,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002273,2756.7691965490844,2757,8432.079434167574,0.3269382384348039,77699643.31007993,29.99999999999997,91.89230655163624,-53260.00575405948,156690.5231971652,-78.11036387460607,38.41201277063964
2274,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002274,5075.008724377408,5075,8432.079434167574,0.6018691787713715,77699643.31007993,29.99999999999997,169.1669574792471,-44445.265638203535,156690.5231971652,-78.00934830396744,38.4124722491508
2275,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002275,631.0328062205701,631,8432.079434167574,0.0748371515172836,77699643.31007996,29.999999999999982,21.03442687401901,-35630.5255223476,156690.5231971652,-77.90833162494712,38.41284882345302
2276,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002276,1997.985917452757,1998,8432.079434167574,0.2369505568646248,77699643.31007996,29.999999999999982,66.5995305817586,-26815.785406491654,156690.5231971652,-77.80731405735064,38.41314249239478
2277,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002277,1588.8812988965626,1589,8432.079434167574,0.1884329140043756,77699643.31007996,29.999999999999982,52.96270996321878,-18001.045290635717,156690.5231971652,-77.70629582099518,38.41335325507811
2278,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002278,4367.956005965042,4368,8432.079434167574,0.5180164679504413,77699643.31007996,29.999999999999982,145.59853353216815,-9186.305174779774,156690.5231971652,-77.60527713570657,38.41348111085851
2279,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002279,9216.853608577425,9217,8432.079434167574,1.0930700642156987,77699643.31007996,29.999999999999982,307.2284536192476,-371.56505892383393,156690.5231971652,-77.50425822131659,38.41352605934503
2280,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002280,1348.134490092022,1348,8432.079434167574,0.1598816164645289,77699643.31007996,29.999999999999982,44.93781633640076,17257.91517278805,156690.5231971652,-77.30222058457154,38.41336723414013
2281,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002281,1177.9150244520674,1178,8432.079434167574,0.1396944886072877,77699643.31007996,29.999999999999982,39.26383414840227,26072.65528864399,156690.5231971652,-77.20120230188341,38.4131634609344
2282,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002282,319.42885627343105,319,8432.079434167574,0.0378825719998646,77699643.31007993,29.99999999999997,10.647628542447713,34887.39540449992,156690.5231971652,-77.10018466942209,38.4128767814061
2283,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002283,1419.527802858186,1420,8432.079434167574,0.1683484855593422,77699643.31007993,29.99999999999997,47.31759342860624,43702.13552035586,156690.5231971652,-76.99916790700557,38.41250719643186
2284,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002284,2122.3897746708176,2122,8432.079434167574,0.2517041960101438,77699643.31007993,29.99999999999997,70.74632582236066,52516.8756362118,156690.5231971652,-76.89815223444045,38.4120547071418
2285,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002285,7228.618675976573,7229,8432.079434167574,0.857275922554232,77699643.31007993,29.99999999999997,240.953955865886,61331.61575206774,156690.5231971652,-76.79713787151917,38.41151931491954
2286,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002286,7156.804514197012,7157,8432.079434167574,0.8487591429934793,77699643.31007993,29.99999999999997,238.56015047323396,70146.35586792367,156690.5231971652,-76.69612503801702,38.41090102140221
2287,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002287,4229.9004782780485,4230,8432.079434167574,0.5016438129292398,77699643.31007993,29.99999999999997,140.99668260926842,78961.09598377961,156690.5231971652,-76.59511395368935,38.4101998284804
2288,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002288,4958.957767582814,4959,8432.079434167574,0.5881061494141829,77699643.31007993,29.99999999999997,165.2985922527606,87775.83609963555,156690.5231971652,-76.49410483826867,38.409415738298186
2289,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002289,4259.759389376444,4260,8432.079434167574,0.5051849217780731,77699643.31007993,29.99999999999997,141.9919796458816,96590.57621549148,156690.5231971652,-76.39309791146177,38.40854875325312
2290,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002290,53.63120129848964,54,8432.079434167574,0.0063603766683187,77699643.31007993,29.99999999999997,1.7877067099496564,105405.31633134744,156690.5231971652,-76.29209339294691,38.40759887599615
2291,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002291,130.0824315776254,130,8432.079434167574,0.0154270880146739,77699643.31007993,29.99999999999997,4.3360810525875175,114220.0564472034,156690.5231971652,-76.1910915023709,38.4065661094317
2292,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002292,73.86530017402134,74,8432.079434167574,0.0087600337201179,77699643.31007993,29.99999999999997,2.4621766724673804,123034.7965630593,156690.5231971652,-76.09009245934621,38.40545045671756
2293,20250623_18z,area_capped_30sqmi_population_balanced,TIGER/2020 Census block population allocation; maximum area 30 square miles; recursive population-aware subdivision,"T[h,j,i] is source region i to target region j; x_next = T[h] @ x_now",subregions.geojson,subregions_simplified.geojson,area_pop_002293,49.269739819028565,49,8432.079434167574,0.0058431304168439,77699643.31007993,29.99999999999997,1.6423246606342872,131849.53667891523,156690.5231971652,-75.98909648344822,38.404251921265015
